Campus,Sex,Area ID,Area,Career,Academic Degree,Students
CU,Mujer,9,Ciencias de la salud,Odontológicas,Especialidad,215
CU,Mujer,9,Ciencias de la salud,Ciencias odontológicas,Doctorado,15
CU,Mujer,9,Ciencias de la salud,Ingenieria en ortesis y protesis,Licenciatura,2
CU,Mujer,9,Ciencias de la salud,Ciencias médicas,Maestría,78
CU,Mujer,9,Ciencias de la salud,Médico cirujano,Licenciatura,4101
CU,Mujer,9,Ciencias de la salud,Investigación clínica experimental en salud,Doctorado,13
CU,Mujer,9,Ciencias de la salud,Bioquímica clínica,Especialidad,4
CU,Mujer,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,52
CU,Mujer,9,Ciencias de la salud,Ciencias sociomédicas,Doctorado,26
CU,Mujer,9,Ciencias de la salud,Investigación clínica experimental en salud,Doctorado,16
CU,Mujer,9,Ciencias de la salud,Ciencias sociomédicas,Doctorado,21
CU,Mujer,9,Ciencias de la salud,Ciencias biomédicas,Doctorado,215
CU,Mujer,9,Ciencias de la salud,Ciencias de la salud,Maestría,56
CU,Mujer,9,Ciencias de la salud,Fisioterapia,Licenciatura,271
CU,Mujer,9,Ciencias de la salud,Investigación biomédica básica,Licenciatura,18
CU,Mujer,9,Ciencias de la salud,Ciencia de la nutrición humana,Licenciatura,24
CU,Mujer,9,Ciencias de la salud,Ciencias médicas,Maestría,102
CU,Mujer,9,Ciencias de la salud,Ciencias sociomédicas,Maestría,11
CU,Mujer,9,Ciencias de la salud,Odontológicas,Especialidad,168
CU,Mujer,9,Ciencias de la salud,Ciencias odontológicas,Maestría,15
CU,Mujer,10,Servicios,Seguridad pública,Especialidad,7
CU,Mujer,10,Servicios,Seguridad pública,Especialidad,14
CU,Mujer,10,Servicios,Seguridad pública,Especialidad,4
CU,Mujer,10,Servicios,Seguridad pública,Especialidad,10
ENM,Hombre,1,Educación,Educación musical,Licenciatura,33
ENM,Hombre,1,Educación,Educación musical,Licenciatura,25
ENM,Hombre,1,Educación,Educación musical,Licenciatura,28
ENM,Hombre,1,Educación,Educación musical,Licenciatura,28
ENM,Hombre,1,Educación,Educación musical,Licenciatura,28
ENM,Hombre,2,Artes y humanidades,Composición,Licenciatura,48
ENM,Hombre,2,Artes y humanidades,Canto,Licenciatura,13
ENM,Hombre,2,Artes y humanidades,Composición,Licenciatura,38
ENM,Hombre,2,Artes y humanidades,Piano,Licenciatura,52
ENM,Hombre,2,Artes y humanidades,Composición,Licenciatura,45
ENM,Hombre,2,Artes y humanidades,Teatro y actuación,Licenciatura,60
ENM,Hombre,2,Artes y humanidades,Canto,Licenciatura,14
ENM,Hombre,2,Artes y humanidades,Instrumentista,Licenciatura,198
ENM,Hombre,2,Artes y humanidades,Composición,Licenciatura,48
ENM,Hombre,2,Artes y humanidades,Canto,Licenciatura,14
ENM,Hombre,2,Artes y humanidades,Teatro y actuación,Licenciatura,38
ENM,Hombre,2,Artes y humanidades,Piano,Licenciatura,49
ENM,Hombre,2,Artes y humanidades,Música,Doctorado,44
ENM,Hombre,2,Artes y humanidades,Etnomusicología,Licenciatura,18
ENM,Hombre,2,Artes y humanidades,Teatro y actuación,Licenciatura,30
ENM,Hombre,2,Artes y humanidades,Etnomusicología,Licenciatura,20
ENM,Hombre,2,Artes y humanidades,Música,Maestría,27
ENM,Hombre,2,Artes y humanidades,Piano,Licenciatura,59
ENM,Hombre,2,Artes y humanidades,Instrumentista,Licenciatura,213
ENM,Hombre,2,Artes y humanidades,Teatro y actuación,Licenciatura,29
ENM,Hombre,2,Artes y humanidades,Instrumentista,Licenciatura,197
ENM,Hombre,2,Artes y humanidades,Etnomusicología,Licenciatura,18
ENM,Hombre,2,Artes y humanidades,Música,Doctorado,37
ENM,Hombre,2,Artes y humanidades,Canto,Licenciatura,15
ENM,Hombre,2,Artes y humanidades,Teatro y actuación,Licenciatura,30
ENM,Hombre,2,Artes y humanidades,Etnomusicología,Licenciatura,19
ENM,Hombre,2,Artes y humanidades,Piano,Licenciatura,57
ENM,Hombre,2,Artes y humanidades,Composición,Licenciatura,50
ENM,Hombre,2,Artes y humanidades,Instrumentista,Licenciatura,204
ENM,Hombre,2,Artes y humanidades,Instrumentista,Licenciatura,195
ENM,Hombre,2,Artes y humanidades,Canto,Licenciatura,21
ENM,Hombre,2,Artes y humanidades,Etnomusicología,Licenciatura,19
ENM,Hombre,2,Artes y humanidades,Piano,Licenciatura,48
ENM,Hombre,2,Artes y humanidades,Música,Maestría,33
ENM,Mujer,1,Educación,Educación musical,Licenciatura,32
ENM,Mujer,1,Educación,Educación musical,Licenciatura,35
ENM,Mujer,1,Educación,Educación musical,Licenciatura,34
ENM,Mujer,1,Educación,Educación musical,Licenciatura,20
ENM,Mujer,1,Educación,Educación musical,Licenciatura,30
ENM,Mujer,2,Artes y humanidades,Composición,Licenciatura,7
ENM,Mujer,2,Artes y humanidades,Canto,Licenciatura,28
ENM,Mujer,2,Artes y humanidades,Composición,Licenciatura,6
ENM,Mujer,2,Artes y humanidades,Piano,Licenciatura,28
ENM,Mujer,2,Artes y humanidades,Composición,Licenciatura,8
ENM,Mujer,2,Artes y humanidades,Teatro y actuación,Licenciatura,75
ENM,Mujer,2,Artes y humanidades,Canto,Licenciatura,22
ENM,Mujer,2,Artes y humanidades,Instrumentista,Licenciatura,86
ENM,Mujer,2,Artes y humanidades,Composición,Licenciatura,7
ENM,Mujer,2,Artes y humanidades,Canto,Licenciatura,18
ENM,Mujer,2,Artes y humanidades,Teatro y actuación,Licenciatura,42
ENM,Mujer,2,Artes y humanidades,Piano,Licenciatura,23
ENM,Mujer,2,Artes y humanidades,Música,Doctorado,16
ENM,Mujer,2,Artes y humanidades,Etnomusicología,Licenciatura,9
ENM,Mujer,2,Artes y humanidades,Teatro y actuación,Licenciatura,38
ENM,Mujer,2,Artes y humanidades,Etnomusicología,Licenciatura,17
ENM,Mujer,2,Artes y humanidades,Música,Maestría,19
ENM,Mujer,2,Artes y humanidades,Piano,Licenciatura,28
ENM,Mujer,2,Artes y humanidades,Instrumentista,Licenciatura,80
ENM,Mujer,2,Artes y humanidades,Teatro y actuación,Licenciatura,35
ENM,Mujer,2,Artes y humanidades,Instrumentista,Licenciatura,73
ENM,Mujer,2,Artes y humanidades,Etnomusicología,Licenciatura,10
ENM,Mujer,2,Artes y humanidades,Música,Doctorado,17
ENM,Mujer,2,Artes y humanidades,Canto,Licenciatura,23
ENM,Mujer,2,Artes y humanidades,Teatro y actuación,Licenciatura,32
ENM,Mujer,2,Artes y humanidades,Etnomusicología,Licenciatura,11
ENM,Mujer,2,Artes y humanidades,Piano,Licenciatura,29
ENM,Mujer,2,Artes y humanidades,Composición,Licenciatura,3
ENM,Mujer,2,Artes y humanidades,Instrumentista,Licenciatura,75
ENM,Mujer,2,Artes y humanidades,Instrumentista,Licenciatura,67
ENM,Mujer,2,Artes y humanidades,Canto,Licenciatura,19
ENM,Mujer,2,Artes y humanidades,Etnomusicología,Licenciatura,10
ENM,Mujer,2,Artes y humanidades,Piano,Licenciatura,29
ENM,Mujer,2,Artes y humanidades,Música,Maestría,15
IIMAS,Hombre,3,Ciencias sociales y derecho,Ciencia de datos,Licenciatura,36
IIMAS,Hombre,3,Ciencias sociales y derecho,Ciencia de datos,Licenciatura,46
IIMAS,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Doctorado,17
IIMAS,Hombre,5,"Ciencias naturales, matemáticas y estadística",Estadística aplicada,Especialidad,21
IIMAS,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Maestría,80
IIMAS,Hombre,5,"Ciencias naturales, matemáticas y estadística",Estadística aplicada,Especialidad,33
IIMAS,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Doctorado,87
IIMAS,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Maestría,21
IIMAS,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Doctorado,1
IIMAS,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Doctorado,64
IIMAS,Hombre,5,"Ciencias naturales, matemáticas y estadística",Estadística aplicada,Especialidad,26
IIMAS,Hombre,5,"Ciencias naturales, matemáticas y estadística",Estadística aplicada,Especialidad,26
IIMAS,Hombre,5,"Ciencias naturales, matemáticas y estadística",Estadística aplicada,Especialidad,23
IIMAS,Hombre,6,Tecnologías de la información y la comunicación,Ciencias e ingeniería de la computación,Maestría,93
IIMAS,Hombre,6,Tecnologías de la información y la comunicación,Cómputo de alto rendimiento,Especialidad,5
IIMAS,Hombre,6,Tecnologías de la información y la comunicación,Cómputo de alto rendimiento,Especialidad,6
IIMAS,Hombre,6,Tecnologías de la información y la comunicación,Cómputo de alto rendimiento,Especialidad,6
IIMAS,Hombre,6,Tecnologías de la información y la comunicación,Cómputo de alto rendimiento,Especialidad,3
IIMAS,Hombre,6,Tecnologías de la información y la comunicación,Ciencia e ingeniería de la computación,Doctorado,50
IIMAS,Hombre,6,Tecnologías de la información y la comunicación,Cómputo de alto rendimiento,Especialidad,5
IIMAS,Hombre,6,Tecnologías de la información y la comunicación,Ciencia e ingeniería de la computación,Doctorado,50
IIMAS,Hombre,6,Tecnologías de la información y la comunicación,Ciencias e ingeniería de la computación,Maestría,93
IIMAS,Hombre,7,"Ingeniería, manufactura y construcción",Ingeniería eléctrica,Maestría,3
IIMAS,Hombre,7,"Ingeniería, manufactura y construcción",Ingeniería eléctrica,Maestría,2
IIMAS,Hombre,7,"Ingeniería, manufactura y construcción",Ingeniería eléctrica,Doctorado,3
IIMAS,Hombre,7,"Ingeniería, manufactura y construcción",Ingeniería eléctrica,Doctorado,4
IIMAS,Mujer,3,Ciencias sociales y derecho,Ciencia de datos,Licenciatura,3
IIMAS,Mujer,3,Ciencias sociales y derecho,Ciencia de datos,Licenciatura,7
IIMAS,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Doctorado,3
IIMAS,Mujer,5,"Ciencias naturales, matemáticas y estadística",Estadística aplicada,Especialidad,9
IIMAS,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Maestría,25
IIMAS,Mujer,5,"Ciencias naturales, matemáticas y estadística",Estadística aplicada,Especialidad,10
IIMAS,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Doctorado,16
IIMAS,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias matemáticas,Maestría,7
IIMAS,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Doctorado,1
IIMAS,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias de la tierra,Doctorado,46
IIMAS,Mujer,5,"Ciencias naturales, matemáticas y estadística",Estadística aplicada,Especialidad,9
IIMAS,Mujer,5,"Ciencias naturales, matemáticas y estadística",Estadística aplicada,Especialidad,8
IIMAS,Mujer,5,"Ciencias naturales, matemáticas y estadística",Estadística aplicada,Especialidad,18
IIMAS,Mujer,6,Tecnologías de la información y la comunicación,Ciencias e ingeniería de la computación,Maestría,17
IIMAS,Mujer,6,Tecnologías de la información y la comunicación,Cómputo de alto rendimiento,Especialidad,1
IIMAS,Mujer,6,Tecnologías de la información y la comunicación,Cómputo de alto rendimiento,Especialidad,1
IIMAS,Mujer,6,Tecnologías de la información y la comunicación,Cómputo de alto rendimiento,Especialidad,2
IIMAS,Mujer,6,Tecnologías de la información y la comunicación,Ciencia e ingeniería de la computación,Doctorado,13
IIMAS,Mujer,6,Tecnologías de la información y la comunicación,Cómputo de alto rendimiento,Especialidad,1
IIMAS,Mujer,6,Tecnologías de la información y la comunicación,Ciencia e ingeniería de la computación,Doctorado,11
IIMAS,Mujer,6,Tecnologías de la información y la comunicación,Ciencias e ingeniería de la computación,Maestría,20
IIMAS,Mujer,7,"Ingeniería, manufactura y construcción",Ingeniería eléctrica,Maestría,1
IIMAS,Mujer,7,"Ingeniería, manufactura y construcción",Ingeniería eléctrica,Maestría,1
FESZ,Hombre,3,Ciencias sociales y derecho,Desarrollo comunitario para el envejecimiento,Licenciatura,26
FESZ,Hombre,3,Ciencias sociales y derecho,Psicología,Maestría,14
FESZ,Hombre,3,Ciencias sociales y derecho,Psicología,Licenciatura,740
FESZ,Hombre,3,Ciencias sociales y derecho,Psicología,Licenciatura,733
FESZ,Hombre,3,Ciencias sociales y derecho,Desarrollo comunitario para el envejecimiento,Licenciatura,19
FESZ,Hombre,3,Ciencias sociales y derecho,Desarrollo comunitario para el envejecimiento,Licenciatura,20
FESZ,Hombre,3,Ciencias sociales y derecho,Psicología,Maestría,14
FESZ,Hombre,3,Ciencias sociales y derecho,Psicología,Licenciatura,760
FESZ,Hombre,3,Ciencias sociales y derecho,Psicología,Licenciatura,738
FESZ,Hombre,3,Ciencias sociales y derecho,Psicología,Doctorado,8
FESZ,Hombre,3,Ciencias sociales y derecho,Desarrollo comunitario para el envejecimiento,Licenciatura,28
FESZ,Hombre,3,Ciencias sociales y derecho,Desarrollo comunitario para el envejecimiento,Licenciatura,16
FESZ,Hombre,3,Ciencias sociales y derecho,Psicología,Licenciatura,770
FESZ,Hombre,3,Ciencias sociales y derecho,Psicología,Doctorado,7
FESZ,Hombre,4,Administración y negocios,Administración,Maestría,12
FESZ,Hombre,4,Administración y negocios,Administración,Maestría,8
FESZ,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,12
FESZ,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,8
FESZ,Hombre,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,738
FESZ,Hombre,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,737
FESZ,Hombre,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,770
FESZ,Hombre,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,736
FESZ,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,3
FESZ,Hombre,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,12
FESZ,Hombre,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,778
FESZ,Hombre,7,"Ingeniería, manufactura y construcción",Ingeniería química,Licenciatura,940
FESZ,Hombre,7,"Ingeniería, manufactura y construcción",Ingeniería química,Licenciatura,913
FESZ,Hombre,7,"Ingeniería, manufactura y construcción",Ingeniería química,Licenciatura,814
FESZ,Hombre,7,"Ingeniería, manufactura y construcción",Ingeniería química,Licenciatura,764
FESZ,Hombre,7,"Ingeniería, manufactura y construcción",Ingeniería química,Licenciatura,850
FESZ,Hombre,9,Ciencias de la salud,Nutriología,Licenciatura,32
FESZ,Hombre,9,Ciencias de la salud,Enfermería,Licenciatura,495
FESZ,Hombre,9,Ciencias de la salud,Estomatología del niño y del adolescente,Especialidad,6
FESZ,Hombre,9,Ciencias de la salud,Cirujano dentista,Licenciatura,559
FESZ,Hombre,9,Ciencias de la salud,Desarrollo farmacéutico,Especialidad,3
FESZ,Hombre,9,Ciencias de la salud,Procesos farmacéuticos,Especialidad,11
FESZ,Hombre,9,Ciencias de la salud,Cirujano dentista,Licenciatura,547
FESZ,Hombre,9,Ciencias de la salud,Enfermería,Licenciatura,506
FESZ,Hombre,9,Ciencias de la salud,Enfermería,Licenciatura,443
FESZ,Hombre,9,Ciencias de la salud,Estomatología del niño y del adolescente,Especialidad,7
FESZ,Hombre,9,Ciencias de la salud,Salud en el trabajo y su impacto ambiental,Especialidad,8
FESZ,Hombre,9,Ciencias de la salud,Ortodoncia y ortopedia maxilofacial,Especialidad,15
FESZ,Hombre,9,Ciencias de la salud,Estomatología del niño y del adolescente,Especialidad,1
FESZ,Hombre,9,Ciencias de la salud,Estomatología en atención primaria,Especialidad,6
FESZ,Hombre,9,Ciencias de la salud,Médico cirujano,Licenciatura,478
FESZ,Hombre,9,Ciencias de la salud,Química farmacéutica biológica,Licenciatura,772
FESZ,Hombre,9,Ciencias de la salud,Farmacia industrial,Especialidad,21
FESZ,Hombre,9,Ciencias de la salud,Procesos farmacéuticos,Especialidad,6
FESZ,Hombre,9,Ciencias de la salud,Ortodoncia y ortopedia maxilofacial,Especialidad,19
FESZ,Hombre,9,Ciencias de la salud,Estomatología en atención primaria,Especialidad,5
FESZ,Hombre,9,Ciencias de la salud,Médico cirujano,Licenciatura,463
FESZ,Hombre,9,Ciencias de la salud,Salud en el trabajo,Especialidad,12
FESZ,Hombre,9,Ciencias de la salud,Procesos farmacéuticos,Especialidad,13
FESZ,Hombre,9,Ciencias de la salud,Cirujano dentista,Licenciatura,548
FESZ,Hombre,9,Ciencias de la salud,Nutriología,Licenciatura,8
FESZ,Hombre,9,Ciencias de la salud,Estomatología en atención primaria,Especialidad,13
FESZ,Hombre,9,Ciencias de la salud,Estomatología en atención primaria,Especialidad,12
FESZ,Hombre,9,Ciencias de la salud,Ortodoncia y ortopedia maxilofacial,Especialidad,14
FESZ,Hombre,9,Ciencias de la salud,Estomatología del niño y del adolescente,Especialidad,3
FESZ,Hombre,9,Ciencias de la salud,Nutriología,Licenciatura,49
FESZ,Hombre,9,Ciencias de la salud,Médico cirujano,Licenciatura,459
FESZ,Hombre,9,Ciencias de la salud,Química farmacéutica biológica,Licenciatura,766
FESZ,Hombre,9,Ciencias de la salud,Farmacia industrial,Especialidad,25
FESZ,Hombre,9,Ciencias de la salud,Salud en el trabajo,Especialidad,10
FESZ,Hombre,9,Ciencias de la salud,Cirujano dentista,Licenciatura,525
FESZ,Hombre,9,Ciencias de la salud,Enfermería,Licenciatura,483
FESZ,Hombre,9,Ciencias de la salud,Médico cirujano,Licenciatura,499
FESZ,Hombre,9,Ciencias de la salud,Química farmacéutica biológica,Licenciatura,743
FESZ,Hombre,9,Ciencias de la salud,Salud en el trabajo y su impacto ambiental,Especialidad,7
FESZ,Hombre,9,Ciencias de la salud,Química farmacéutico biológica,Licenciatura,774
FESZ,Hombre,9,Ciencias de la salud,Enfermería,Maestría,6
FESZ,Hombre,9,Ciencias de la salud,Cirujano dentista,Licenciatura,536
FESZ,Hombre,9,Ciencias de la salud,Nutriología,Licenciatura,18
FESZ,Hombre,9,Ciencias de la salud,Estomatología en atención primaria,Especialidad,7
FESZ,Hombre,9,Ciencias de la salud,Enfermería,Licenciatura,471
FESZ,Hombre,9,Ciencias de la salud,Desarrollo farmacéutico,Especialidad,10
FESZ,Hombre,9,Ciencias de la salud,Estomatología del niño y del adolescente,Especialidad,7
FESZ,Hombre,9,Ciencias de la salud,Ortodoncia y ortopedia maxilofacial,Especialidad,6
FESZ,Hombre,9,Ciencias de la salud,Salud en el trabajo y su impacto ambiental,Especialidad,13
FESZ,Hombre,9,Ciencias de la salud,Química farmacéutico biológica,Licenciatura,769
FESZ,Hombre,9,Ciencias de la salud,Médico cirujano,Licenciatura,477
FESZ,Hombre,9,Ciencias de la salud,Desarrollo farmacéutico,Especialidad,6
FESZ,Hombre,9,Ciencias de la salud,Enfermería,Maestría,4
FESZ,Mujer,3,Ciencias sociales y derecho,Desarrollo comunitario para el envejecimiento,Licenciatura,62
FESZ,Mujer,3,Ciencias sociales y derecho,Psicología,Maestría,31
FESZ,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,1448
FESZ,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,1421
FESZ,Mujer,3,Ciencias sociales y derecho,Desarrollo comunitario para el envejecimiento,Licenciatura,69
FESZ,Mujer,3,Ciencias sociales y derecho,Desarrollo comunitario para el envejecimiento,Licenciatura,71
FESZ,Mujer,3,Ciencias sociales y derecho,Psicología,Maestría,28
FESZ,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,1451
FESZ,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,1455
FESZ,Mujer,3,Ciencias sociales y derecho,Psicología,Doctorado,9
FESZ,Mujer,3,Ciencias sociales y derecho,Desarrollo comunitario para el envejecimiento,Licenciatura,62
FESZ,Mujer,3,Ciencias sociales y derecho,Desarrollo comunitario para el envejecimiento,Licenciatura,55
FESZ,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,1446
FESZ,Mujer,3,Ciencias sociales y derecho,Psicología,Doctorado,4
FESZ,Mujer,4,Administración y negocios,Administración,Maestría,28
FESZ,Mujer,4,Administración y negocios,Administración,Maestría,32
FESZ,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,11
FESZ,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,9
FESZ,Mujer,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,917
FESZ,Mujer,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,949
FESZ,Mujer,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,914
FESZ,Mujer,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,800
FESZ,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Maestría,8
FESZ,Mujer,5,"Ciencias naturales, matemáticas y estadística",Ciencias biológicas,Doctorado,13
FESZ,Mujer,5,"Ciencias naturales, matemáticas y estadística",Biología,Licenciatura,897
FESZ,Mujer,7,"Ingeniería, manufactura y construcción",Ingeniería química,Licenciatura,568
FESZ,Mujer,7,"Ingeniería, manufactura y construcción",Ingeniería química,Licenciatura,555
FESZ,Mujer,7,"Ingeniería, manufactura y construcción",Ingeniería química,Licenciatura,507
FESZ,Mujer,7,"Ingeniería, manufactura y construcción",Ingeniería química,Licenciatura,460
FESZ,Mujer,7,"Ingeniería, manufactura y construcción",Ingeniería química,Licenciatura,521
FESZ,Mujer,9,Ciencias de la salud,Nutriología,Licenciatura,179
FESZ,Mujer,9,Ciencias de la salud,Enfermería,Licenciatura,1108
FESZ,Mujer,9,Ciencias de la salud,Estomatología del niño y del adolescente,Especialidad,36
FESZ,Mujer,9,Ciencias de la salud,Cirujano dentista,Licenciatura,1060
FESZ,Mujer,9,Ciencias de la salud,Desarrollo farmacéutico,Especialidad,2
FESZ,Mujer,9,Ciencias de la salud,Procesos farmacéuticos,Especialidad,11
FESZ,Mujer,9,Ciencias de la salud,Cirujano dentista,Licenciatura,1114
FESZ,Mujer,9,Ciencias de la salud,Enfermería,Licenciatura,1117
FESZ,Mujer,9,Ciencias de la salud,Enfermería,Licenciatura,1127
FESZ,Mujer,9,Ciencias de la salud,Estomatología del niño y del adolescente,Especialidad,31
FESZ,Mujer,9,Ciencias de la salud,Salud en el trabajo y su impacto ambiental,Especialidad,7
FESZ,Mujer,9,Ciencias de la salud,Ortodoncia y ortopedia maxilofacial,Especialidad,16
FESZ,Mujer,9,Ciencias de la salud,Estomatología del niño y del adolescente,Especialidad,19
FESZ,Mujer,9,Ciencias de la salud,Estomatología en atención primaria,Especialidad,27
FESZ,Mujer,9,Ciencias de la salud,Médico cirujano,Licenciatura,961
FESZ,Mujer,9,Ciencias de la salud,Química farmacéutica biológica,Licenciatura,1078
FESZ,Mujer,9,Ciencias de la salud,Farmacia industrial,Especialidad,16
FESZ,Mujer,9,Ciencias de la salud,Procesos farmacéuticos,Especialidad,8
FESZ,Mujer,9,Ciencias de la salud,Ortodoncia y ortopedia maxilofacial,Especialidad,26
FESZ,Mujer,9,Ciencias de la salud,Estomatología en atención primaria,Especialidad,13
FESZ,Mujer,9,Ciencias de la salud,Médico cirujano,Licenciatura,896
FESZ,Mujer,9,Ciencias de la salud,Salud en el trabajo,Especialidad,18
FESZ,Mujer,9,Ciencias de la salud,Procesos farmacéuticos,Especialidad,15
FESZ,Mujer,9,Ciencias de la salud,Cirujano dentista,Licenciatura,1119
FESZ,Mujer,9,Ciencias de la salud,Nutriología,Licenciatura,48
FESZ,Mujer,9,Ciencias de la salud,Estomatología en atención primaria,Especialidad,19
FESZ,Mujer,9,Ciencias de la salud,Estomatología en atención primaria,Especialidad,27
FESZ,Mujer,9,Ciencias de la salud,Ortodoncia y ortopedia maxilofacial,Especialidad,16
FESZ,Mujer,9,Ciencias de la salud,Estomatología del niño y del adolescente,Especialidad,21
FESZ,Mujer,9,Ciencias de la salud,Nutriología,Licenciatura,292
FESZ,Mujer,9,Ciencias de la salud,Médico cirujano,Licenciatura,832
FESZ,Mujer,9,Ciencias de la salud,Química farmacéutica biológica,Licenciatura,1040
FESZ,Mujer,9,Ciencias de la salud,Farmacia industrial,Especialidad,23
FESZ,Mujer,9,Ciencias de la salud,Salud en el trabajo,Especialidad,20
FESZ,Mujer,9,Ciencias de la salud,Cirujano dentista,Licenciatura,1081
FESZ,Mujer,9,Ciencias de la salud,Enfermería,Licenciatura,1032
FESZ,Mujer,9,Ciencias de la salud,Médico cirujano,Licenciatura,1025
FESZ,Mujer,9,Ciencias de la salud,Química farmacéutica biológica,Licenciatura,955
FESZ,Mujer,9,Ciencias de la salud,Salud en el trabajo y su impacto ambiental,Especialidad,19
FESZ,Mujer,9,Ciencias de la salud,Química farmacéutico biológica,Licenciatura,1148
FESZ,Mujer,9,Ciencias de la salud,Enfermería,Maestría,6
FESZ,Mujer,9,Ciencias de la salud,Cirujano dentista,Licenciatura,1072
FESZ,Mujer,9,Ciencias de la salud,Nutriología,Licenciatura,99
FESZ,Mujer,9,Ciencias de la salud,Estomatología en atención primaria,Especialidad,17
FESZ,Mujer,9,Ciencias de la salud,Enfermería,Licenciatura,1088
FESZ,Mujer,9,Ciencias de la salud,Desarrollo farmacéutico,Especialidad,6
FESZ,Mujer,9,Ciencias de la salud,Estomatología del niño y del adolescente,Especialidad,31
FESZ,Mujer,9,Ciencias de la salud,Ortodoncia y ortopedia maxilofacial,Especialidad,10
FESZ,Mujer,9,Ciencias de la salud,Salud en el trabajo y su impacto ambiental,Especialidad,18
FESZ,Mujer,9,Ciencias de la salud,Química farmacéutico biológica,Licenciatura,1190
FESZ,Mujer,9,Ciencias de la salud,Médico cirujano,Licenciatura,865
FESZ,Mujer,9,Ciencias de la salud,Desarrollo farmacéutico,Especialidad,4
FESZ,Mujer,9,Ciencias de la salud,Enfermería,Maestría,6
ENEO,Hombre,9,Ciencias de la salud,Enfermería perioperatoria,Especialidad,7
ENEO,Hombre,9,Ciencias de la salud,Enfermería de la cultura física,Especialidad,3
ENEO,Hombre,9,Ciencias de la salud,Enfermería,Licenciatura,719
ENEO,Hombre,9,Ciencias de la salud,Enfermería en salud mental,Especialidad,1
ENEO,Hombre,9,Ciencias de la salud,Enfermería del adulto en estado crítico,Especialidad,1
ENEO,Hombre,9,Ciencias de la salud,Enfermería perinatal,Especialidad,9
ENEO,Hombre,9,Ciencias de la salud,Enfermería y obstetricia,Licenciatura,862
ENEO,Hombre,9,Ciencias de la salud,Enfermería y obstetricia,Licenciatura,275
ENEO,Hombre,9,Ciencias de la salud,Enfermería en la cultura física y el deporte,Especialidad,13
ENEO,Hombre,9,Ciencias de la salud,Enfermería oncológica,Especialidad,13
ENEO,Hombre,9,Ciencias de la salud,Enfermería en cardiovascular,Especialidad,3
ENEO,Hombre,9,Ciencias de la salud,Enfermería infantil,Especialidad,2
ENEO,Hombre,9,Ciencias de la salud,Enfermería neurológica,Especialidad,11
ENEO,Hombre,9,Ciencias de la salud,Enfermería del anciano,Especialidad,5
ENEO,Hombre,9,Ciencias de la salud,Enfermería nefrológica,Especialidad,1
ENEO,Hombre,9,Ciencias de la salud,Enfermería del anciano,Especialidad,1
ENEO,Hombre,9,Ciencias de la salud,Enfermería infantil,Especialidad,1
ENEO,Hombre,9,Ciencias de la salud,Enfermería,Licenciatura,665
ENEO,Hombre,9,Ciencias de la salud,Enfermería y obstetricia,Licenciatura,259
ENEO,Hombre,9,Ciencias de la salud,Enfermería infantil,Especialidad,6
ENEO,Hombre,9,Ciencias de la salud,Enfermería en neonatología,Especialidad,0
