Campus,Sex,Area ID,Area,Career,Academic Degree,Students
CU,Mujer,2,Artes y humanidades,Historia,Maestría,20
CU,Mujer,2,Artes y humanidades,Estudios latinoamericanos,Maestría,33
CU,Mujer,2,Artes y humanidades,Filosofía,Doctorado,28
CU,Mujer,2,Artes y humanidades,Historia del arte,Doctorado,48
CU,Mujer,2,Artes y humanidades,Historia del arte,Doctorado,46
CU,Mujer,2,Artes y humanidades,Lingüística,Doctorado,7
CU,Mujer,2,Artes y humanidades,Estudios mesoamericanos,Doctorado,48
CU,Mujer,2,Artes y humanidades,Diseño industrial,Maestría,15
CU,Mujer,2,Artes y humanidades,Historia,Licenciatura,609
CU,Mujer,2,Artes y humanidades,Filosofía de la ciencia,Doctorado,28
CU,Mujer,2,Artes y humanidades,Diseño industrial,Maestría,11
CU,Mujer,2,Artes y humanidades,Arte y diseño,Doctorado,40
CU,Mujer,2,Artes y humanidades,Estudios mesoamericanos,Maestría,8
CU,Mujer,2,Artes y humanidades,Estudios latinoamericanos,Maestría,23
CU,Mujer,2,Artes y humanidades,Estudios latinoamericanos,Maestría,36
CU,Mujer,2,Artes y humanidades,Literatura intercultural,Licenciatura,59
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (inglesas),Licenciatura,229
CU,Mujer,2,Artes y humanidades,Diseño industrial,Maestría,11
CU,Mujer,2,Artes y humanidades,Estudios latinoamericanos,Licenciatura,298
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (francesas),Licenciatura,58
CU,Mujer,2,Artes y humanidades,Estudios latinoamericanos,Licenciatura,306
CU,Mujer,2,Artes y humanidades,Historia del arte,Doctorado,52
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (italianas),Licenciatura,59
CU,Mujer,2,Artes y humanidades,Historia del arte,Maestría,58
CU,Mujer,2,Artes y humanidades,Literatura dramática y teatro,Licenciatura,404
CU,Mujer,2,Artes y humanidades,Filosofía de la ciencia,Maestría,22
CU,Mujer,2,Artes y humanidades,Geohistoria,Licenciatura,39
CU,Mujer,2,Artes y humanidades,Letras,Doctorado,44
CU,Mujer,2,Artes y humanidades,Filosofía de la ciencia,Maestría,27
CU,Mujer,2,Artes y humanidades,Historia del arte,Licenciatura,63
CU,Mujer,2,Artes y humanidades,Historia del arte,Especialidad,21
CU,Mujer,2,Artes y humanidades,Literatura intercultural,Licenciatura,82
CU,Mujer,2,Artes y humanidades,Estudios latinoamericanos,Maestría,59
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (italianas),Licenciatura,46
CU,Mujer,2,Artes y humanidades,Historia,Licenciatura,638
CU,Mujer,2,Artes y humanidades,Letras,Maestría,11
CU,Mujer,2,Artes y humanidades,Estudios mesoamericanos,Doctorado,11
CU,Mujer,2,Artes y humanidades,Música y tecnología artística,Licenciatura,5
CU,Mujer,2,Artes y humanidades,Historia,Maestría,21
CU,Mujer,2,Artes y humanidades,Filosofía,Maestría,16
CU,Mujer,2,Artes y humanidades,Historia,Licenciatura,672
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (alemanas),Licenciatura,56
CU,Mujer,2,Artes y humanidades,Filosofía,Licenciatura,394
CU,Mujer,2,Artes y humanidades,Letras,Maestría,30
CU,Mujer,2,Artes y humanidades,Estudios mesoamericanos,Doctorado,20
CU,Mujer,2,Artes y humanidades,Estudios mesoamericanos,Doctorado,54
CU,Mujer,2,Artes y humanidades,Historia,Licenciatura,571
CU,Mujer,2,Artes y humanidades,Letras clásicas,Licenciatura,251
CU,Mujer,2,Artes y humanidades,Filosofía,Maestría,29
CU,Mujer,2,Artes y humanidades,Historia del arte,Licenciatura,81
CU,Mujer,2,Artes y humanidades,Traducción,Licenciatura,27
CU,Mujer,2,Artes y humanidades,Literatura intercultural,Licenciatura,76
CU,Mujer,2,Artes y humanidades,Música,Maestría,14
CU,Mujer,2,Artes y humanidades,Lengua y literatura hispánicas,Licenciatura,976
CU,Mujer,2,Artes y humanidades,Filosofía,Licenciatura,480
CU,Mujer,2,Artes y humanidades,Estudios latinoamericanos,Doctorado,64
CU,Mujer,2,Artes y humanidades,Lingüística,Doctorado,3
CU,Mujer,2,Artes y humanidades,Lengua y literaturas modernas (letras portuguesas),Licenciatura,27
CU,Mujer,2,Artes y humanidades,Arte y diseño,Licenciatura,95
CU,Mujer,2,Artes y humanidades,Historia,Doctorado,28
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (francesas),Licenciatura,66
CU,Mujer,2,Artes y humanidades,Lingüística,Doctorado,11
CU,Mujer,2,Artes y humanidades,Filosofía,Licenciatura,464
CU,Mujer,2,Artes y humanidades,Lingüística aplicada,Maestría,14
CU,Mujer,2,Artes y humanidades,Letras,Doctorado,31
CU,Mujer,2,Artes y humanidades,Lengua y literaturas modernas (francesas),Licenciatura,41
CU,Mujer,2,Artes y humanidades,Filosofía,Licenciatura,482
CU,Mujer,2,Artes y humanidades,Estudios mesoamericanos,Maestría,5
CU,Mujer,2,Artes y humanidades,Lengua y literatura hispánicas,Licenciatura,923
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (alemanas),Licenciatura,36
CU,Mujer,2,Artes y humanidades,Diseño y comunicación visual,Maestría,30
CU,Mujer,2,Artes y humanidades,Música y tecnología artística,Licenciatura,7
CU,Mujer,2,Artes y humanidades,Arte y diseño,Licenciatura,96
CU,Mujer,2,Artes y humanidades,Lingüística hispánica,Maestría,7
CU,Mujer,2,Artes y humanidades,Estudios latinoamericanos,Licenciatura,305
CU,Mujer,2,Artes y humanidades,Lingüística aplicada,Licenciatura,29
CU,Mujer,2,Artes y humanidades,Traducción,Licenciatura,69
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (inglesas),Licenciatura,247
CU,Mujer,2,Artes y humanidades,Lingüística aplicada,Maestría,12
CU,Mujer,2,Artes y humanidades,Historia,Licenciatura,647
CU,Mujer,2,Artes y humanidades,Letras clásicas,Licenciatura,274
CU,Mujer,2,Artes y humanidades,Estudios latinoamericanos,Doctorado,67
CU,Mujer,2,Artes y humanidades,Historia,Maestría,23
CU,Mujer,2,Artes y humanidades,Letras,Doctorado,24
CU,Mujer,2,Artes y humanidades,Historia del arte,Maestría,67
CU,Mujer,2,Artes y humanidades,Cine documental,Maestría,8
CU,Mujer,2,Artes y humanidades,Historia,Doctorado,35
CU,Mujer,2,Artes y humanidades,Historia del arte,Especialidad,16
CU,Mujer,2,Artes y humanidades,Lengua y literatura hispánicas,Licenciatura,987
CU,Mujer,2,Artes y humanidades,Diseño industrial,Maestría,8
CU,Mujer,2,Artes y humanidades,Filosofía de la ciencia,Maestría,29
CU,Mujer,2,Artes y humanidades,Filosofía de la ciencia,Maestría,19
CU,Mujer,2,Artes y humanidades,Arte y diseño,Licenciatura,73
CU,Mujer,2,Artes y humanidades,Letras clásicas,Licenciatura,266
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (inglesas),Licenciatura,245
CU,Mujer,2,Artes y humanidades,Estudios latinoamericanos,Licenciatura,289
CU,Mujer,2,Artes y humanidades,Historia,Doctorado,32
CU,Mujer,2,Artes y humanidades,Historia,Maestría,21
CU,Mujer,2,Artes y humanidades,Filosofía de la ciencia,Doctorado,43
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (alemanas),Licenciatura,39
CU,Mujer,2,Artes y humanidades,Lingüística hispánica,Maestría,9
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (alemanas),Licenciatura,35
CU,Mujer,2,Artes y humanidades,Lingüística aplicada,Maestría,15
CU,Mujer,2,Artes y humanidades,Lengua y literaturas modernas (letras portuguesas),Licenciatura,21
CU,Mujer,2,Artes y humanidades,Literatura dramática y teatro,Licenciatura,394
CU,Mujer,2,Artes y humanidades,Música,Doctorado,15
CU,Mujer,2,Artes y humanidades,Literatura dramática y teatro,Licenciatura,414
CU,Mujer,2,Artes y humanidades,Música,Maestría,17
CU,Mujer,2,Artes y humanidades,Filosofía,Doctorado,37
CU,Mujer,2,Artes y humanidades,Música,Maestría,16
CU,Mujer,2,Artes y humanidades,Historia del arte,Doctorado,46
CU,Mujer,2,Artes y humanidades,Historia del arte,Licenciatura,76
CU,Mujer,2,Artes y humanidades,Literatura dramática y teatro,Licenciatura,415
CU,Mujer,2,Artes y humanidades,Arquitectura de interiores,Especialidad,47
CU,Mujer,2,Artes y humanidades,Filosofía,Maestría,19
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (italianas),Licenciatura,45
CU,Mujer,2,Artes y humanidades,Cine documental,Maestría,11
CU,Mujer,2,Artes y humanidades,Lingüística,Doctorado,11
CU,Mujer,2,Artes y humanidades,Artes visuales,Maestría,46
CU,Mujer,2,Artes y humanidades,Filosofía,Doctorado,40
CU,Mujer,2,Artes y humanidades,Artes visuales,Maestría,36
CU,Mujer,2,Artes y humanidades,Filosofía,Maestría,26
CU,Mujer,2,Artes y humanidades,Historia del arte,Doctorado,69
CU,Mujer,2,Artes y humanidades,Letras,Doctorado,48
CU,Mujer,2,Artes y humanidades,Lengua y literatura hispánicas,Licenciatura,981
CU,Mujer,2,Artes y humanidades,Estudios latinoamericanos,Doctorado,41
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (inglesas),Licenciatura,242
CU,Mujer,2,Artes y humanidades,Geohistoria,Licenciatura,36
CU,Mujer,2,Artes y humanidades,Arte y diseño,Doctorado,43
CU,Mujer,2,Artes y humanidades,Lengua y literaturas modernas (letras portuguesas),Licenciatura,23
CU,Mujer,2,Artes y humanidades,Lingüística hispánica,Maestría,17
CU,Mujer,2,Artes y humanidades,Diseño y comunicación visual,Maestría,42
CU,Mujer,2,Artes y humanidades,Historia del arte,Especialidad,10
CU,Mujer,2,Artes y humanidades,Música y tecnología artistica,Licenciatura,10
CU,Mujer,2,Artes y humanidades,Filosofía de la ciencia,Doctorado,18
CU,Mujer,2,Artes y humanidades,Literatura dramática y teatro,Licenciatura,410
CU,Mujer,2,Artes y humanidades,Estudios mesoamericanos,Maestría,15
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (italianas),Licenciatura,57
CU,Mujer,2,Artes y humanidades,Estudios latinoamericanos,Doctorado,60
CU,Mujer,2,Artes y humanidades,Filosofía de la ciencia,Maestría,22
CU,Mujer,2,Artes y humanidades,Diseño y comunicación visual,Maestría,29
CU,Mujer,2,Artes y humanidades,Música,Doctorado,19
CU,Mujer,2,Artes y humanidades,Lengua y literaturas modernas (inglesas),Licenciatura,210
CU,Mujer,2,Artes y humanidades,Historia,Doctorado,30
CU,Mujer,2,Artes y humanidades,Lingüística aplicada,Maestría,5
CU,Mujer,2,Artes y humanidades,Lengua y literatura moderna (francesas),Licenciatura,50
CU,Mujer,2,Artes y humanidades,Letras,Maestría,34
CU,Mujer,2,Artes y humanidades,Artes visuales,Maestría,68
CU,Mujer,2,Artes y humanidades,Filosofía,Licenciatura,534
CU,Mujer,2,Artes y humanidades,Historia del arte,Especialidad,26
CU,Mujer,2,Artes y humanidades,Letras clásicas,Licenciatura,296
CU,Mujer,2,Artes y humanidades,Historia del arte,Maestría,60
CU,Mujer,2,Artes y humanidades,Lengua y literatura hispánicas,Licenciatura,993
CU,Mujer,2,Artes y humanidades,Enseñanza de español como lengua extranjera,Especialidad,49
CU,Mujer,2,Artes y humanidades,Lingüística,Doctorado,17
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Doctorado,31
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Licenciatura,437
CU,Mujer,3,Ciencias sociales y derecho,Ciencias políticas y administración pública,Licenciatura,1231
CU,Mujer,3,Ciencias sociales y derecho,Sociología,Licenciatura,861
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social,Maestría,57
CU,Mujer,3,Ciencias sociales y derecho,Relaciones internacionales,Licenciatura,1682
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y estudios de la información,Doctorado,29
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social,Maestría,49
CU,Mujer,3,Ciencias sociales y derecho,Demografía social,Maestría,3
CU,Mujer,3,Ciencias sociales y derecho,Política criminal,Maestría,10
CU,Mujer,3,Ciencias sociales y derecho,Análisis político,Especialidad,8
CU,Mujer,3,Ciencias sociales y derecho,Estudios políticos y sociales,Maestría,17
CU,Mujer,3,Ciencias sociales y derecho,Ciencias políticas y administración pública,Licenciatura,1304
CU,Mujer,3,Ciencias sociales y derecho,Derecho energético,Especialidad,33
CU,Mujer,3,Ciencias sociales y derecho,Gobierno y asuntos públicos,Maestría,16
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social,Licenciatura,2852
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Maestría,133
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Especialidad,913
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Maestría,198
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Licenciatura,267
CU,Mujer,3,Ciencias sociales y derecho,Gobierno y asuntos públicos,Maestría,16
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con mujeres,Especialidad,24
CU,Mujer,3,Ciencias sociales y derecho,Ciencias de la comunicación,Licenciatura,2931
CU,Mujer,3,Ciencias sociales y derecho,Estudios en relaciones internacionales,Maestría,15
CU,Mujer,3,Ciencias sociales y derecho,Opinión pública,Especialidad,4
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y estudios de la información,Maestría,40
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con adultos mayores,Especialidad,16
CU,Mujer,3,Ciencias sociales y derecho,Negociación y gestión de conflictos políticos y sociales,Especialidad,8
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y estudios de la información,Maestría,44
CU,Mujer,3,Ciencias sociales y derecho,Ciencias políticas y sociales,Doctorado,110
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,2777
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,2990
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con mujeres,Especialidad,31
CU,Mujer,3,Ciencias sociales y derecho,Ciencias de la comunicación,Licenciatura,2475
CU,Mujer,3,Ciencias sociales y derecho,Estudios políticos y sociales,Maestría,20
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Licenciatura,355
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Doctorado,32
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con jóvenes,Especialidad,33
CU,Mujer,3,Ciencias sociales y derecho,Estudio social y gestión local,Licenciatura,69
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y estudios de la información,Doctorado,27
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Maestría,333
CU,Mujer,3,Ciencias sociales y derecho,Comunicación,Maestría,27
CU,Mujer,3,Ciencias sociales y derecho,Economía,Especialidad,50
CU,Mujer,3,Ciencias sociales y derecho,Administración de archivos y gestión documental,Licenciatura,7
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con adultos mayores,Especialidad,23
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Licenciatura,7884
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con jóvenes,Especialidad,43
CU,Mujer,3,Ciencias sociales y derecho,Economía,Maestría,38
CU,Mujer,3,Ciencias sociales y derecho,Ciencia forense,Licenciatura,97
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y ciencias de la información,Licenciatura,370
CU,Mujer,3,Ciencias sociales y derecho,Negociación y gestión de conflictos políticos y sociales,Especialidad,12
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Maestría,16
CU,Mujer,3,Ciencias sociales y derecho,Economía,Especialidad,19
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Especialidad,671
CU,Mujer,3,Ciencias sociales y derecho,Relaciones internacionales,Licenciatura,1694
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Licenciatura,8129
CU,Mujer,3,Ciencias sociales y derecho,Teoría económica,Especialidad,5
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Maestría,121
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y ciencias de la información,Licenciatura,404
CU,Mujer,3,Ciencias sociales y derecho,Análisis político,Especialidad,7
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con adultos mayores,Especialidad,26
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con mujeres,Especialidad,52
CU,Mujer,3,Ciencias sociales y derecho,Comunicación,Maestría,26
CU,Mujer,3,Ciencias sociales y derecho,Ciencias políticas y administración pública,Licenciatura,1218
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social,Licenciatura,2545
CU,Mujer,3,Ciencias sociales y derecho,Administración de archivos y gestión documental,Licenciatura,43
CU,Mujer,3,Ciencias sociales y derecho,Derechos humanos,Especialidad,26
CU,Mujer,3,Ciencias sociales y derecho,Ciencia forense,Licenciatura,95
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Especialidad,505
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Doctorado,72
CU,Mujer,3,Ciencias sociales y derecho,Comunicación y campañas políticas,Especialidad,6
CU,Mujer,3,Ciencias sociales y derecho,Economía,Licenciatura,2001
CU,Mujer,3,Ciencias sociales y derecho,Política criminal,Maestría,12
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Doctorado,164
CU,Mujer,3,Ciencias sociales y derecho,Economía,Doctorado,19
CU,Mujer,3,Ciencias sociales y derecho,Ciencias políticas y sociales,Doctorado,111
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,2820
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social,Maestría,63
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y estudios de la información,Maestría,35
CU,Mujer,3,Ciencias sociales y derecho,Economía,Licenciatura,2396
CU,Mujer,3,Ciencias sociales y derecho,Ciencias de la comunicación,Licenciatura,2619
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Doctorado,145
CU,Mujer,3,Ciencias sociales y derecho,Derecho penal,Especialidad,50
CU,Mujer,3,Ciencias sociales y derecho,Administración de archivos y gestión documental,Licenciatura,106
CU,Mujer,3,Ciencias sociales y derecho,Economía,Doctorado,31
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Especialidad,50
CU,Mujer,3,Ciencias sociales y derecho,Economía,Maestría,19
CU,Mujer,3,Ciencias sociales y derecho,Comunicación,Maestría,27
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Maestría,216
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y ciencias de la información,Licenciatura,356
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Maestría,424
CU,Mujer,3,Ciencias sociales y derecho,Opinión pública,Especialidad,6
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,2690
CU,Mujer,3,Ciencias sociales y derecho,Estudios en relaciones internacionales,Maestría,21
CU,Mujer,3,Ciencias sociales y derecho,Sociología,Licenciatura,894
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Licenciatura,441
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Doctorado,120
CU,Mujer,3,Ciencias sociales y derecho,Ciencias de la comunicación,Licenciatura,2399
CU,Mujer,3,Ciencias sociales y derecho,Economía,Especialidad,63
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con jóvenes,Especialidad,17
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social,Maestría,63
CU,Mujer,3,Ciencias sociales y derecho,Economía,Licenciatura,1942
CU,Mujer,3,Ciencias sociales y derecho,Demografía social,Maestría,2
CU,Mujer,3,Ciencias sociales y derecho,Ciencia forense,Licenciatura,89
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con adultos mayores,Especialidad,26
CU,Mujer,3,Ciencias sociales y derecho,Sociología,Maestría,1
CU,Mujer,3,Ciencias sociales y derecho,Historia económica,Especialidad,2
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Doctorado,55
CU,Mujer,3,Ciencias sociales y derecho,Derecho fiscal,Especialidad,65
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Doctorado,16
CU,Mujer,3,Ciencias sociales y derecho,Estudios en relaciones internacionales,Maestría,20
CU,Mujer,3,Ciencias sociales y derecho,Ciencias políticas y administración pública,Licenciatura,1185
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Licenciatura,6530
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social,Licenciatura,2519
CU,Mujer,3,Ciencias sociales y derecho,Historia del pensamiento económico,Especialidad,3
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con mujeres,Especialidad,27
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Licenciatura,7157
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Maestría,210
CU,Mujer,3,Ciencias sociales y derecho,Comunicación,Maestría,32
CU,Mujer,3,Ciencias sociales y derecho,Opinión pública,Especialidad,9
CU,Mujer,3,Ciencias sociales y derecho,Economía,Doctorado,42
CU,Mujer,3,Ciencias sociales y derecho,Negociación y gestión de conflictos políticos y sociales,Especialidad,7
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y estudios de la información,Maestría,39
CU,Mujer,3,Ciencias sociales y derecho,Economía,Doctorado,31
CU,Mujer,3,Ciencias sociales y derecho,Relaciones internacionales,Licenciatura,1683
CU,Mujer,3,Ciencias sociales y derecho,Comunicación y campañas políticas,Especialidad,6
CU,Mujer,3,Ciencias sociales y derecho,Ciencia forense,Licenciatura,102
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Doctorado,64
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Licenciatura,8198
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social,Licenciatura,2701
CU,Mujer,3,Ciencias sociales y derecho,Negociación y gestión de conflictos políticos y sociales,Especialidad,10
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social,Licenciatura,2444
CU,Mujer,3,Ciencias sociales y derecho,Desarrollo y gestión interculturales,Licenciatura,152
CU,Mujer,3,Ciencias sociales y derecho,Desarrollo y gestión interculturales,Licenciatura,169
CU,Mujer,3,Ciencias sociales y derecho,Estudios políticos y sociales,Maestría,22
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Especialidad,525
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Maestría,160
CU,Mujer,3,Ciencias sociales y derecho,Estudios en relaciones internacionales,Maestría,17
CU,Mujer,3,Ciencias sociales y derecho,Sociología,Licenciatura,863
CU,Mujer,3,Ciencias sociales y derecho,Ciencias políticas y sociales,Doctorado,105
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y estudios de la información,Doctorado,29
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Doctorado,74
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Maestría,196
CU,Mujer,3,Ciencias sociales y derecho,Relaciones internacionales,Licenciatura,1758
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Licenciatura,159
CU,Mujer,3,Ciencias sociales y derecho,Ciencia de datos,Licenciatura,2
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Especialidad,96
CU,Mujer,3,Ciencias sociales y derecho,Demografía social,Maestría,3
CU,Mujer,3,Ciencias sociales y derecho,Estudio social y gestión local,Licenciatura,65
CU,Mujer,3,Ciencias sociales y derecho,Estudio social y gestión local,Licenciatura,50
CU,Mujer,3,Ciencias sociales y derecho,Demografía social,Maestría,2
CU,Mujer,3,Ciencias sociales y derecho,Política criminal,Maestría,22
CU,Mujer,3,Ciencias sociales y derecho,Desarrollo y gestión interculturales,Licenciatura,222
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con jóvenes,Especialidad,27
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Doctorado,74
CU,Mujer,3,Ciencias sociales y derecho,Desarrollo social,Especialidad,16
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y ciencias de la información,Licenciatura,404
CU,Mujer,3,Ciencias sociales y derecho,Desarrollo y gestión interculturales,Licenciatura,205
CU,Mujer,3,Ciencias sociales y derecho,Comunicación y campañas políticas,Especialidad,3
CU,Mujer,3,Ciencias sociales y derecho,Ciencias políticas y administración pública,Licenciatura,1085
CU,Mujer,3,Ciencias sociales y derecho,Administración de archivos y gestión documental,Licenciatura,53
CU,Mujer,3,Ciencias sociales y derecho,Análisis político,Especialidad,10
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y estudios de la información,Doctorado,31
CU,Mujer,3,Ciencias sociales y derecho,Análisis político,Especialidad,8
CU,Mujer,3,Ciencias sociales y derecho,Economía,Maestría,25
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y ciencias de la información,Licenciatura,335
CU,Mujer,3,Ciencias sociales y derecho,Ciencias políticas y sociales,Doctorado,96
CU,Mujer,3,Ciencias sociales y derecho,Estudios políticos y sociales,Maestría,17
CU,Mujer,3,Ciencias sociales y derecho,Economía,Maestría,35
CU,Mujer,3,Ciencias sociales y derecho,Ciencias políticas y sociales,Doctorado,102
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con mujeres,Especialidad,55
CU,Mujer,3,Ciencias sociales y derecho,Sociología,Licenciatura,882
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Especialidad,8
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Maestría,19
CU,Mujer,3,Ciencias sociales y derecho,Administración de archivos y gestión documental,Licenciatura,60
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Doctorado,28
CU,Mujer,3,Ciencias sociales y derecho,Comunicación y campañas políticas,Especialidad,5
CU,Mujer,3,Ciencias sociales y derecho,Ciencias políticas y sociales,Especialidad,31
CU,Mujer,3,Ciencias sociales y derecho,Economía,Maestría,21
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social en modelos de intervención con jóvenes,Especialidad,37
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y estudios de la información,Doctorado,30
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Maestría,17
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Licenciatura,2993
CU,Mujer,3,Ciencias sociales y derecho,Bibliotecología y estudios de la información,Maestría,27
CU,Mujer,3,Ciencias sociales y derecho,Demografía social,Maestría,3
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Doctorado,103
CU,Mujer,3,Ciencias sociales y derecho,Trabajo social,Maestría,56
CU,Mujer,3,Ciencias sociales y derecho,Economía,Licenciatura,2280
CU,Mujer,3,Ciencias sociales y derecho,Estudios políticos y sociales,Maestría,12
CU,Mujer,3,Ciencias sociales y derecho,Psicología,Especialidad,23
CU,Mujer,3,Ciencias sociales y derecho,Gobierno y asuntos públicos,Maestría,13
CU,Mujer,3,Ciencias sociales y derecho,Opinión pública,Especialidad,7
CU,Mujer,3,Ciencias sociales y derecho,Desarrollo y gestión interculturales,Licenciatura,203
CU,Mujer,3,Ciencias sociales y derecho,Derecho,Maestría,598
CU,Mujer,3,Ciencias sociales y derecho,Estudios en relaciones internacionales,Maestría,17
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Doctorado,37
CU,Mujer,3,Ciencias sociales y derecho,Relaciones internacionales,Licenciatura,1609
CU,Mujer,3,Ciencias sociales y derecho,Antropología,Maestría,2
CU,Mujer,3,Ciencias sociales y derecho,Ciencia forense,Licenciatura,102
CU,Mujer,3,Ciencias sociales y derecho,Economía,Doctorado,46
CU,Mujer,3,Ciencias sociales y derecho,Economía,Especialidad,35
CU,Mujer,3,Ciencias sociales y derecho,Gobierno y asuntos públicos,Maestría,13
CU,Mujer,3,Ciencias sociales y derecho,Gobierno y asuntos públicos,Maestría,13
