Institution ID,Institution,Campus ID,Campus,Sex ID,Sex,Area ID,Area,Career ID,Career,Academic Degree ID,Academic Degree,Students
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,ae7a0d1ef4acf498412d3726fe0732366422ea45f16705a8f094a9c8dc69acbd,Maestría en docencia para la educación media superior: psicología,13,Maestría,2
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,b3757036f29ed28c5a39e534651525c72cdbe90f32c07304117517a391619c4d,Maestría en docencia para la educación media superior: ciencias de la salud,13,Maestría,2
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,b6160ba1903b5213406f66d1f02411c552715c4a64e21e6c44090d499913e555,Maestría en docencia en artes y diseño,13,Maestría,6
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,b9e981b3e8bcc6ddcfd0623eac31493b8eb068e2531098cd095c03e2cabd10ea,Maestría en docencia para la educación media superior: física,13,Maestría,1
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,bccd88dbb100b7bf471162b28dff1ff77d51341fbbc423acce79a85ce5291663,Maestría en docencia en artes y diseño,13,Maestría,8
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,be64941319201fac90987715c21f7bd56bf65295aa16c3fc12cc3a8970069483,Maestría en pedagogía,13,Maestría,40
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,c3eda57edaaf89447cb9a64f9eaf536d81ee5a66746d63bec4979256e2b28e82,Maestría en docencia para la educación media superior: filosofía,13,Maestría,3
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,c41f1d65f53133744ae0a1876fb658b1423f7df377807fc51c41c63e95c3b9ab,Maestría en docencia para la educación media superior: geografía,13,Maestría,1
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,c73d60d8482a0051b3131244441fb0de71b5a52ab4ec0c951c6a4ea3aa669efb,Maestría en docencia para la educación media superior: química,13,Maestría,3
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,d3588bd17bb49a59402a343c101393b92d5f607f0b54575b10d3c8eef5d7b3c9,Doctorado en pedagogía,14,Doctorado,60
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,d5089411408321395d5e00ee9a9f5ca82518c0a13b9d5d7cc11e9127980cb387,Maestría en docencia para la educación media superior: psicología,13,Maestría,12
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,d50be21d61949bfe50082fae5c52a3c2a73b9e24b0ffe5b8cff2684542700b80,Licenciatura en pedagogía,11,Licenciatura,700
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,e192c118a414c6c056cd8bee464feb34447a715f62235fc09573152506c73411,Maestría en docencia para la educación media superior: biología,13,Maestría,46
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,e225849b7ddab8c038c3d29b56a9072c4750bf988cd6c0db79da63ced6760d84,Maestría en docencia para la educación media superior: español,13,Maestría,19
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,e64fac1368d25430367b02b9f9ee24d72a4902dfe25d6b81ddfd3d7f28f10960,Maestría en docencia para la educación media superior: historia,13,Maestría,9
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,ef0d79c0a163b04c36b47982411aa479c9f994dfcd65d09e10a3d7dc5afeb5d1,Maestría en docencia para la educación media superior: química,13,Maestría,10
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,f200e26c870f712dc8657e766425af44239e5a2112bf0dd3ded1fa032e4e7113,Maestría en docencia para la educación media superior: biología,13,Maestría,1
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,f3f0b87749c65a53dba204828794d5980b9fb0f25cdd9bc7228cd06a80edd9dc,Doctorado en pedagogía,14,Doctorado,37
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,1,Educación,f40c445f9fc6dbcc2318cf1f5d50e9b88b6cbfccd8fb124259aa12ba74d987f2,Licenciatura en pedagogía,11,Licenciatura,699
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,2,Artes y humanidades,00654d16ab78513b3ad15db6d4fc194a50147f34f583026617e1286ba78768e3,Especialidad en historia del arte,12,Especialidad,11
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,2,Artes y humanidades,00abfd6d30902f9102f5217202ef50a0605f5c800a430e24140693bc97f002a2,Maestría en estudios mesoamericanos,13,Maestría,23
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,2,Artes y humanidades,02084756d44dd32c8609370125b5d850a46eb8943028ccb0bd7ec73bce250773,Licenciatura en lengua y literatura moderna (francesas),11,Licenciatura,43
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,2,Artes y humanidades,027d88d8619ebcdc80bf5737a4ae473f3bf649ca7a1f1efc41d6bc813572bdff,Especialidad en arquitectura de interiores,12,Especialidad,8
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,2,Artes y humanidades,0481883002ee6b14075875182988a73bdce6069d6c42119c099de6143e6cf127,Licenciatura en lengua y literaturas modernas (letras portuguesas),11,Licenciatura,11
604,Universidad Nacional Autónoma De México,60400002,Universidad Nacional Autónoma De México - Ciudad Universitaria,1,Hombre,2,Artes y humanidades,0769bfe614f6da2223ba5c4caadf57c24fd19bae079174cf902c21847c0401d9,Maestría en filosofía,13,Maestría,33
